Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location,latlng,lat,lng
21-27137,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/24/2021,06/02/2021,13102010600,7-ELEVEN 41068H,David Seltzer,4112  HILLSBORO PIKE,NASHVILLE,TN,37215.0,25.0,37017901.0,"4112 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.101406, -86.818234)","36.101406, -86.818234",36.101406, -86.818234
21-27469,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/15/2021,01/13/2022,09700011100,SUDDEN SERVICE #7218,"Leslie Evans Cherry, Steven Ray Hostetter",5800  OLD HICKORY BLVD,HERMITAGE,TN,37076.0,12.0,37015610.0,"5800 OLD HICKORY BLVD
HERMITAGE, TN 37076
(36.169158, -86.600714)","36.169158, -86.600714",36.169158, -86.600714
17-25312,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/20/2017,02/04/2019,09216018700,"THE STILLERY, MIDTOWN",,1921  BROADWAY,NASHVILLE,TN,37203.0,19.0,37019500.0,"1921 BROADWAY
NASHVILLE, TN 37203
(36.149676, -86.797944)","36.149676, -86.797944",36.149676, -86.797944
20-26916,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/09/2020,10/09/2020,08212034000,LAKESIDE LOUNGE BNA,,921  WOODLAND ST,NASHVILLE,TN,37206.0,6.0,37019200.0,"921 WOODLAND ST
NASHVILLE, TN 37206
(36.175532, -86.755081)","36.175532, -86.755081",36.175532, -86.755081
21-27474,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/15/2021,01/13/2022,10801004200,SUDDEN SERVICE #8801,"Leslie Evans Cherry, Steven Ray Hostetter",580  DONELSON PIKE,NASHVILLE,TN,37214.0,15.0,37015100.0,"580 DONELSON PIKE
NASHVILLE, TN 37214
(36.143287, -86.666754)","36.143287, -86.666754",36.143287, -86.666754
21-27464,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/15/2021,01/13/2022,13001009800,SUDDEN SERVICE #6608,"Leslie Evans Cherry, Steven Ray Hostetter",5315  HARDING PIKE,NASHVILLE,TN,37205.0,23.0,37018500.0,"5315 HARDING PIKE
NASHVILLE, TN 37205
(36.100603, -86.870975)","36.100603, -86.870975",36.100603, -86.870975
20-26863,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/31/2020,10/12/2020,06904008200,LITTLE BARN MARKET,Maher Macdesy,3909  CLARKSVILLE PIKE,NASHVILLE,TN,37218.0,1.0,37012801.0,"3909 CLARKSVILLE PIKE
NASHVILLE, TN 37218
(36.209109, -86.839406)","36.209109, -86.839406",36.209109, -86.839406
20-26831,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/26/2020,10/12/2020,11905001200,PEACHTREE DRIVE-IN,,329  PEACHTREE ST,NASHVILLE,TN,37210.0,16.0,37017300.0,"329 PEACHTREE ST
NASHVILLE, TN 37210
(36.120491, -86.748993)","36.120491, -86.748993",36.120491, -86.748993
21-27475,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/15/2021,01/13/2022,10214011000,SUDDEN SERVICE #8897,"Leslie Evans Cherry, Steven Ray Hostetter",6955  CHARLOTTE PIKE,NASHVILLE,TN,37209.0,22.0,37018301.0,"6955 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.129566, -86.902898)","36.129566, -86.902898",36.129566, -86.902898
19-25988,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/23/2019,10/12/2020,10412036400,Moxy Nashville Vanderbilt,,1911  BELCOURT AVE,NASHVILLE,TN,37212.0,18.0,37016400.0,"1911 BELCOURT AVE
NASHVILLE, TN 37212
(36.136696, -86.798952)","36.136696, -86.798952",36.136696, -86.798952
20-26825,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2020,10/12/2020,10600010900,THE LOST PADDY IRISH PUB & RESTAURANT,Micheal O'Leary,715  SPENCE LN,NASHVILLE,TN,37217.0,15.0,37015803.0,"715 SPENCE LN
NASHVILLE, TN 37217
(36.137825, -86.723853)","36.137825, -86.723853",36.137825, -86.723853
20-27026,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/24/2020,03/01/2021,07103008000,FLAG STORE MARKET & VAPE,,2511  DICKERSON PIKE,NASHVILLE,TN,37207.0,8.0,37011001.0,"2511 DICKERSON PIKE
NASHVILLE, TN 37207
(36.211628, -86.7652)","36.211628, -86.7652",36.211628, -86.7652
20-26944,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2020,03/01/2021,05108002000,FAMILY DOLLAR #22297,,1152  GALLATIN PIKE S,MADISON,TN,37115.0,8.0,37010702.0,"1152 GALLATIN PIKE S
MADISON, TN 37115
(36.248915, -86.719724)","36.248915, -86.719724",36.248915, -86.719724
21-27171,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/14/2021,01/13/2022,09109003200,TEE LINE CURLING & BOWLING CENTER,,106  DULUTH AVE,NASHVILLE,TN,37209.0,20.0,37013202.0,"106 DULUTH AVE
NASHVILLE, TN 37209
(36.157875, -86.867077)","36.157875, -86.867077",36.157875, -86.867077
21-27402,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/02/2021,04/14/2022,08209041300,TOMACCO TACO,"Fresh Holdings LLC 55%, Husmann Concern LLC 10%, James Matthew Bodnar 8.42%, Jerry Michael Bodnar 8.46%, Jessie Husmann 10%, John Michael Bodnar 7.64%, Karl Worley 17.15%, Ronald E Bodner 9%, Sarah Worley 17.85%, Worley Investment Group LLC 35%",1120  4TH AVE N,NASHVILLE,TN,37208.0,19.0,37019400.0,"1120 4TH AVE N
NASHVILLE, TN 37208
(36.175659, -86.786693)","36.175659, -86.786693",36.175659, -86.786693
22-27652,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/08/2022,04/14/2022,03900009400,DON JULIO MEXICAN GRILL,JOSE M GARCIA,5432  CLARKSVILLE PIKE,WHITES CREEK,TN,37189.0,3.0,37010105.0,"5432 CLARKSVILLE PIKE
WHITES CREEK, TN 37189
(36.274283, -86.865438)","36.274283, -86.865438",36.274283, -86.865438
22-27682,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/29/2022,07/15/2022,04108002800,RIDE615 BICYCLE & BREWS,,3940  DICKERSON PIKE  101,NASHVILLE,TN,37207.0,3.0,37010201.0,"3940 DICKERSON PIKE 101
NASHVILLE, TN 37207
(36.271836, -86.754332)","36.271836, -86.754332",36.271836, -86.754332
20-26930,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/23/2020,10/14/2020,13300012800,TACO EXPRESS,Omar Martinez,624  GRASSMERE PARK  3,NASHVILLE,TN,37211.0,26.0,37018901.0,"624 GRASSMERE PARK 3
NASHVILLE, TN 37211
(36.086421, -86.74919)","36.086421, -86.74919",36.086421, -86.74919
22-27724,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/22/2022,07/15/2022,092160E00100CO,THE CHEF and I on NINTH,,1922  ADELICIA ST,NASHVILLE,TN,37212.0,19.0,37016400.0,"1922 ADELICIA ST
NASHVILLE, TN 37212
(36.148248, -86.797703)","36.148248, -86.797703",36.148248, -86.797703
22-27762,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/10/2022,07/15/2022,11812006500,EL MARIACHI MEXICAN RESTAURANT,Joaquin Zaragoza,614  THOMPSON LN,NASHVILLE,TN,37211.0,17.0,37017200.0,"614 THOMPSON LN
NASHVILLE, TN 37211
(36.111028, -86.753712)","36.111028, -86.753712",36.111028, -86.753712
20-26894,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/27/2020,10/19/2020,16200018300,M&M MART,,1467  BELL RD,NASHVILLE,TN,37211.0,31.0,37019111.0,"1467 BELL RD
NASHVILLE, TN 37211
(36.044245, -86.687534)","36.044245, -86.687534",36.044245, -86.687534
21-27226,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/07/2021,06/10/2021,10513012700,BOTTLE CAP,Jeffrey Larsen,2403  12TH AVE S,NASHVILLE,TN,37204.0,18.0,37016900.0,"2403 12TH AVE S
NASHVILLE, TN 37204
(36.126018, -86.789284)","36.126018, -86.789284",36.126018, -86.789284
19-26303,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/04/2019,02/24/2020,08313009500,THE WILD COW,,1100  FATHERLAND ST,NASHVILLE,TN,37206.0,6.0,37019200.0,"1100 FATHERLAND ST
NASHVILLE, TN 37206
(36.174123, -86.750112)","36.174123, -86.750112",36.174123, -86.750112
20-26513,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/24/2020,07/14/2020,09209043800,FAMILY DOLLAR STORE # 33000,Lonnie W. McCaffety,3810  CLIFTON AVE,NASHVILLE,TN,37209.0,21.0,37013601.0,"3810 CLIFTON AVE
NASHVILLE, TN 37209
(36.157113, -86.831207)","36.157113, -86.831207",36.157113, -86.831207
20-26778,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/18/2020,07/10/2020,08301025300,HEARTS,,914  GALLATIN AVE,NASHVILLE,TN,37206.0,5.0,37011700.0,"914 GALLATIN AVE
NASHVILLE, TN 37206
(36.186792, -86.747045)","36.186792, -86.747045",36.186792, -86.747045
20-26812,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/09/2020,07/14/2020,09311014600,THE GOAT SOBRO,,211  ELM ST,NASHVILLE,TN,37210.0,19.0,37019500.0,"211 ELM ST
NASHVILLE, TN 37210
(36.154106, -86.770275)","36.154106, -86.770275",36.154106, -86.770275
20-26806,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/28/2020,07/14/2020,092140B00200CO,AVO,,3  CITY AVE  200,NASHVILLE,TN,37209.0,21.0,37014400.0,"3 CITY AVE 200
NASHVILLE, TN 37209
(36.152468, -86.820627)","36.152468, -86.820627",36.152468, -86.820627
19-26181,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/31/2019,10/24/2019,10315004300,SONOBANA JAPANESE RESTAURANT,,40  WHITE BRIDGE PIKE,NASHVILLE,TN,37205.0,24.0,37018102.0,"40 WHITE BRIDGE PIKE
NASHVILLE, TN 37205",,,
19-26285,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/27/2019,10/24/2019,10306015400,TWICE DAILY #7114,,204  WHITE BRIDGE PIKE,NASHVILLE,TN,37209.0,24.0,37018101.0,"204 WHITE BRIDGE PIKE
NASHVILLE, TN 37209
(36.138547, -86.857557)","36.138547, -86.857557",36.138547, -86.857557
21-27451,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/29/2021,01/18/2022,08313028900,FATHERLAND ST MARKET,Fatherland St Market,1401  FATHERLAND ST,NASHVILLE,TN,37206.0,6.0,37012200.0,"1401 FATHERLAND ST
NASHVILLE, TN 37206
(36.173734, -86.746011)","36.173734, -86.746011",36.173734, -86.746011
20-26998,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/09/2020,06/10/2021,08216003200,HAWKERS ASIAN STREET FARE,,626A  MAIN ST,NASHVILLE,TN,37206.0,6.0,37019300.0,"626A MAIN ST
NASHVILLE, TN 37206
(36.174389, -86.761327)","36.174389, -86.761327",36.174389, -86.761327
20-26462,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/31/2020,02/27/2020,09107005700,MIDNIGHT OIL,,1310  51ST AVE N,NASHVILLE,TN,37209.0,20.0,37013300.0,"1310 51ST AVE N
NASHVILLE, TN 37209
(36.16143, -86.849088)","36.16143, -86.849088",36.16143, -86.849088
21-27200,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,04/26/2021,06/10/2021,08309017500,VAN GOGH'S WINE BAR,,1112  WOODLAND ST,NASHVILLE,TN,37206.0,6.0,37019200.0,"1112 WOODLAND ST
NASHVILLE, TN 37206
(36.17727, -86.748681)","36.17727, -86.748681",36.17727, -86.748681
19-26382,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/03/2019,02/27/2020,06200023300,CATIO CAT CAFE,brandy yates,2416  MUSIC VALLEY DR  114,NASHVILLE,TN,37214.0,15.0,37015300.0,"2416 MUSIC VALLEY DR 114
NASHVILLE, TN 37214
(36.218524, -86.695398)","36.218524, -86.695398",36.218524, -86.695398
20-26810,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/08/2020,07/10/2020,11816003000,THE BLACK ABBEY BREWING COMPANY,Doug Franck - 1%,2952  SIDCO DR,NASHVILLE,TN,37204.0,16.0,37980200.0,"2952 SIDCO DR
NASHVILLE, TN 37204
(36.105978, -86.755864)","36.105978, -86.755864",36.105978, -86.755864
19-26364,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/18/2019,02/28/2020,08107020500,NORTHSIDE MARKET,,1916  DR D B TODD JR BLVD,NASHVILLE,TN,37208.0,21.0,37013700.0,"1916 DR D B TODD JR BLVD
NASHVILLE, TN 37208
(36.182406, -86.812151)","36.182406, -86.812151",36.182406, -86.812151
20-26517,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/25/2020,07/27/2020,09600005700,LUCKY'S BAR AND GRILL,,579  STEWARTS FERRY PIKE,NASHVILLE,TN,37214.0,14.0,37015501.0,"579 STEWARTS FERRY PIKE
NASHVILLE, TN 37214
(36.157202, -86.634605)","36.157202, -86.634605",36.157202, -86.634605
21-27225,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/06/2021,06/10/2021,08212032300,BUTCHER & BEE EAST NASHVILLE,,902  MAIN ST,NASHVILLE,TN,37206.0,6.0,37019200.0,"902 MAIN ST
NASHVILLE, TN 37206
(36.17606, -86.756971)","36.17606, -86.756971",36.17606, -86.756971
20-26742,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/15/2020,07/28/2020,10508009400,SAINT ELLE,,1420  3RD AVE S,NASHVILLE,TN,37210.0,17.0,37016000.0,"1420 3RD AVE S
NASHVILLE, TN 37210
(36.14092, -86.762572)","36.14092, -86.762572",36.14092, -86.762572
19-26268,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/18/2019,10/24/2019,16300022400,AMC ANTIOCH 8,,901  BELL RD,ANTIOCH,TN,37013.0,32.0,37015628.0,"901 BELL RD
ANTIOCH, TN 37013
(36.049452, -86.651408)","36.049452, -86.651408",36.049452, -86.651408
22-27622,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/17/2022,10/14/2022,08208010600,SPICY BOY'S,Justen Gardner Cheney,924  MCFERRIN AVE,NASHVILLE,TN,37206.0,5.0,37011700.0,"924 MCFERRIN AVE
NASHVILLE, TN 37206
(36.18506, -86.75438)","36.18506, -86.75438",36.18506, -86.75438
21-27375,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/19/2021,04/18/2022,05100018000,EASTSIDE BOWL,"Ben H. Pierce (2% Limited Partner), Brandon M. Devlin (3% Limited Partner), Chark Lee Kinsolving  (15% as GP and 5% LP), Christopher B. Carter (4% Limited Partner), Eastside Bowlmart, LLC  (30% General Partner), Edward Q. Warner (50% Partner in Warner Partners LP), Gregory J. Drumm (6% Limited Partner), Harry B. Friedman, II (3% Limited Partner), Jamis Harris Rubin (5% as GP in Eastside Bowlmart LLC), Jo Dee Prichard (2% Limited Partner), Kristen K. Meier (1% Limited Partner), Kristine A. Stover (1% Limited Partner), Mark C. Pierce (2% Limited Partner), Pierce Family Trust (6% Limited Partner) Trustee T. Pierce, Robert P. Kearns (3% Limited Partner), Scott P. Drumm (2% Limited Partner), Scott P. Warner (50% Partner in Warner Partners LP), Thomas H. Pierce (15% as GP Eastside Bowlmart and 16% LP), Timothy Curran (2% Limited Partner), Warner Partners, LP (12% Limited Partner)",1508  GALLATIN PIKE S,MADISON,TN,37115.0,8.0,37010702.0,"1508 GALLATIN PIKE S
MADISON, TN 37115
(36.237641, -86.724277)","36.237641, -86.724277",36.237641, -86.724277
22-27851,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/26/2022,10/14/2022,07300001700,THE CHEESECAKE FACTORY,,253  OPRY MILLS DR,NASHVILLE,TN,37214.0,15.0,37015300.0,"253 OPRY MILLS DR
NASHVILLE, TN 37214
(36.200766, -86.693791)","36.200766, -86.693791",36.200766, -86.693791
19-26161,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/23/2019,10/24/2019,07203000600,Las Fiestas Cafe Mexican Restaurant,HECTOR A CRUZ LOPEZ,3623  GALLATIN PIKE,NASHVILLE,TN,37216.0,8.0,37011200.0,"3623 GALLATIN PIKE
NASHVILLE, TN 37216
(36.212911, -86.731631)","36.212911, -86.731631",36.212911, -86.731631
22-27821,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/08/2022,07/27/2022,16108001000,BAR-B-CUTIE DRIVE-IN,James R. McFarland     100%,5221  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,27.0,37019105.0,"5221 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.054268, -86.715264)","36.054268, -86.715264",36.054268, -86.715264
19-26200,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/12/2019,10/24/2019,09115000800,Big Bad Breakfast,,5304  CHARLOTTE AVE,NASHVILLE,TN,37209.0,24.0,37013400.0,"5304 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.151707, -86.851671)","36.151707, -86.851671",36.151707, -86.851671
19-25925,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/07/2019,10/22/2020,14712008400,TAPATIO SUPERMERCADO,,4736  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,30.0,37019004.0,"4736 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.066507, -86.717861)","36.066507, -86.717861",36.066507, -86.717861
21-27496,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/13/2021,01/18/2022,09306307400,THE SECOND FIDDLE,,420  BROADWAY,NASHVILLE,TN,37203.0,19.0,37019500.0,"420 BROADWAY
NASHVILLE, TN 37203
(36.160674, -86.778043)","36.160674, -86.778043",36.160674, -86.778043
19-26087,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/11/2019,10/25/2019,09313057400,THAI ESANE,,1520  DIVISION ST,NASHVILLE,TN,37203.0,19.0,37019500.0,"1520 DIVISION ST
NASHVILLE, TN 37203
(36.15175, -86.79016)","36.15175, -86.79016",36.15175, -86.79016
21-27437,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/11/2021,01/18/2022,093061F00400CO,ALLEY TAPS,"Christopher Monteverde, J.P. Monteverde",162  PRINTERS ALY  4,NASHVILLE,TN,37201.0,19.0,37019500.0,"162 PRINTERS ALY 4
NASHVILLE, TN 37201
(36.163532, -86.77805)","36.163532, -86.77805",36.163532, -86.77805
19-26155,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/18/2019,10/25/2019,09305019900,Central BBQ,,408  11TH AVE N,NASHVILLE,TN,37203.0,19.0,37019400.0,"408 11TH AVE N
NASHVILLE, TN 37203
(36.162673, -86.790805)","36.162673, -86.790805",36.162673, -86.790805
21-27412,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/11/2021,01/18/2022,09116016300,PUNK WOK,Clay Greenberg,4101  CHARLOTTE AVE  G20,NASHVILLE,TN,37209.0,24.0,37013400.0,"4101 CHARLOTTE AVE G20
NASHVILLE, TN 37209
(36.152414, -86.835827)","36.152414, -86.835827",36.152414, -86.835827
22-27699,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/07/2022,07/28/2022,16300024800,HICKORY HOLLOW MARKET,,5306  HICKORY HOLLOW PKWY,ANTIOCH,TN,37013.0,32.0,37015629.0,"5306 HICKORY HOLLOW PKWY
ANTIOCH, TN 37013
(36.04679, -86.654995)","36.04679, -86.654995",36.04679, -86.654995
21-27038,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/10/2021,06/10/2021,18600002600,STEAMBOYS #4,,3  BURKITT COMMONS AVE  300,NOLENSVILLE,TN,37135.0,31.0,37019114.0,"3 BURKITT COMMONS AVE 300
NOLENSVILLE, TN 37135",,,
21-27191,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/22/2021,06/10/2021,093063A00300CO,SIXTY VINES,,5055  BROADWAY PL,NASHVILLE,TN,37203.0,19.0,37019500.0,"5055 BROADWAY PL
NASHVILLE, TN 37203",,,
21-27157,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/09/2021,06/10/2021,093130C80100CO,SUNDA NEW ASIAN,,592  12TH AVE S,NASHVILLE,TN,37203.0,19.0,37019500.0,"592 12TH AVE S
NASHVILLE, TN 37203
(36.151897, -86.784208)","36.151897, -86.784208",36.151897, -86.784208
21-27077,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",02/08/2021,06/10/2021,09306405500,BIG MACHINE BREWERY & DISTILLERY,,122  3RD AVE S,NASHVILLE,TN,37201.0,19.0,37019500.0,"122 3RD AVE S
NASHVILLE, TN 37201
(36.160801, -86.77548)","36.160801, -86.77548",36.160801, -86.77548
21-27203,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/27/2021,06/10/2021,093063A00300CO,ASSEMBLY FOOD HALL,,5055  BROADWAY PL,NASHVILLE,TN,37203.0,19.0,37019500.0,"5055 BROADWAY PL
NASHVILLE, TN 37203",,,
20-26817,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/12/2020,10/28/2020,08115057600,"KING'S MARKET, LLC",,1800  JEFFERSON ST,NASHVILLE,TN,37208.0,21.0,37014200.0,"1800 JEFFERSON ST
NASHVILLE, TN 37208
(36.169401, -86.807014)","36.169401, -86.807014",36.169401, -86.807014
19-26301,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/03/2019,03/06/2020,08214000900,JONATHAN'S GRILLE,,717  3RD AVE N,NASHVILLE,TN,37201.0,19.0,37019400.0,"717 3RD AVE N
NASHVILLE, TN 37201
(36.170966, -86.78209)","36.170966, -86.78209",36.170966, -86.78209
19-26166,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/24/2019,03/06/2020,09209016300,BOLD PATRIOT BREWING COMPANY,Walter Mueller,410  39TH AVE N,NASHVILLE,TN,37209.0,24.0,37013500.0,"410 39TH AVE N
NASHVILLE, TN 37209
(36.152666, -86.833252)","36.152666, -86.833252",36.152666, -86.833252
21-27391,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/24/2021,10/28/2021,18100024500,G MART,,6340  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,31.0,37019114.0,"6340 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.014815, -86.705276)","36.014815, -86.705276",36.014815, -86.705276
19-26400,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/16/2019,03/06/2020,09306200200,Bowies,Tiffany Martin Snow,174  3RD AVE N,NASHVILLE,TN,37201.0,19.0,37019500.0,"174 3RD AVE N
NASHVILLE, TN 37201
(36.163751, -86.777407)","36.163751, -86.777407",36.163751, -86.777407
21-27510,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/29/2021,01/18/2022,15512028800,CORNER PUB BELLEVUE,,8058  HIGHWAY 100,NASHVILLE,TN,37221.0,35.0,37018405.0,"8058 HIGHWAY 100
NASHVILLE, TN 37221
(36.04489, -86.953818)","36.04489, -86.953818",36.04489, -86.953818
19-26379,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/01/2019,03/06/2020,06416002700,LOS AMIGOS MEXICAN RESTAURANT,Juan Manuel Beltran Castro,4700  LEBANON PIKE,HERMITAGE,TN,37076.0,11.0,37015401.0,"4700 LEBANON PIKE
HERMITAGE, TN 37076
(36.215098, -86.595553)","36.215098, -86.595553",36.215098, -86.595553
19-26146,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/15/2019,03/06/2020,093100C00100CO,HOME2 SUITES/TRU by HILTON DUAL BRAND,,500  5TH AVE S,NASHVILLE,TN,37203.0,19.0,37019500.0,"500 5TH AVE S
NASHVILLE, TN 37203
(36.155537, -86.775182)","36.155537, -86.775182",36.155537, -86.775182
21-27389,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/23/2021,10/28/2021,10501023300,SADIE BROWN'S,,1200  VILLA PL  101,NASHVILLE,TN,37212.0,17.0,37016300.0,"1200 VILLA PL 101
NASHVILLE, TN 37212
(36.142756, -86.791967)","36.142756, -86.791967",36.142756, -86.791967
21-27252,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/21/2021,06/11/2021,16200018600,STOP 1 EXPRESS,,14901  OLD HICKORY BLVD,NASHVILLE,TN,37211.0,31.0,37019112.0,"14901 OLD HICKORY BLVD
NASHVILLE, TN 37211
(36.044956, -86.702545)","36.044956, -86.702545",36.044956, -86.702545
21-27241,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/13/2021,06/11/2021,13500001000,SPEEDWAY 7142,PO Box 711,1975  MURFREESBORO PIKE,NASHVILLE,TN,37217.0,28.0,37015613.0,"1975 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.095983, -86.655354)","36.095983, -86.655354",36.095983, -86.655354
20-26824,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2020,10/29/2020,09215017700,ELLISTON PLACE SODA SHOP,,2105  ELLISTON PL,NASHVILLE,TN,37203.0,21.0,37016500.0,"2105 ELLISTON PL
NASHVILLE, TN 37203
(36.152012, -86.803357)","36.152012, -86.803357",36.152012, -86.803357
20-26769,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/12/2020,10/29/2020,05302008200,MAPCO #7546,,1500  ROBINSON RD,OLD HICKORY,TN,37138.0,11.0,37010501.0,"1500 ROBINSON RD
OLD HICKORY, TN 37138
(36.255615, -86.653677)","36.255615, -86.653677",36.255615, -86.653677
21-27100,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/04/2021,06/11/2021,07009011900,DAIZY MART,DANA ZAHER,2141  BUENA VISTA PIKE,NASHVILLE,TN,37218.0,2.0,37012801.0,"2141 BUENA VISTA PIKE
NASHVILLE, TN 37218
(36.196867, -86.828303)","36.196867, -86.828303",36.196867, -86.828303
21-27317,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/29/2021,10/28/2021,09306307100,THE RYMAN AUDITORIUM,,116  REP JOHN LEWIS WAY N,NASHVILLE,TN,37219.0,19.0,37019500.0,"116 REP JOHN LEWIS WAY N
NASHVILLE, TN 37219",,,
21-27342,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/20/2021,10/28/2021,09306105600,CHURCH AND UNION,,201  4TH AVE N 101,NASHVILLE,TN,37219.0,19.0,37019500.0,"201 4TH AVE N 101
NASHVILLE, TN 37219
(36.164001, -86.779135)","36.164001, -86.779135",36.164001, -86.779135
19-26393,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/09/2019,03/12/2020,14900023500,MONTERREY MEXICAN RESTAURANT,,2641  MURFREESBORO PIKE,NASHVILLE,TN,37217.0,32.0,37015626.0,"2641 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.073224, -86.637434)","36.073224, -86.637434",36.073224, -86.637434
20-26424,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/13/2020,03/13/2020,09302315200,Hotel Indigo Nashville,,301  UNION ST,NASHVILLE,TN,37201.0,19.0,37019500.0,"301 UNION ST
NASHVILLE, TN 37201
(36.165552, -86.778585)","36.165552, -86.778585",36.165552, -86.778585
