GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,GEOID,NAME,Total,black,white,asian,nhpi,aian,two_more,not_hispanic,hispanic
G26016305644012,2016-2020,MI,Michigan,26,Wayne County,163,564401,2,15000US261635644012,"Block Group 2, Census Tract 5644.01, Wayne County, Michigan",2125,92,1829,167,0,0,37,2097,28
G26016305644013,2016-2020,MI,Michigan,26,Wayne County,163,564401,3,15000US261635644013,"Block Group 3, Census Tract 5644.01, Wayne County, Michigan",901,15,750,92,0,0,44,894,7
G26016305644014,2016-2020,MI,Michigan,26,Wayne County,163,564401,4,15000US261635644014,"Block Group 4, Census Tract 5644.01, Wayne County, Michigan",1125,0,672,403,0,0,50,1074,51
G26016305644021,2016-2020,MI,Michigan,26,Wayne County,163,564402,1,15000US261635644021,"Block Group 1, Census Tract 5644.02, Wayne County, Michigan",1284,0,444,771,0,0,61,1221,63
G26016305644022,2016-2020,MI,Michigan,26,Wayne County,163,564402,2,15000US261635644022,"Block Group 2, Census Tract 5644.02, Wayne County, Michigan",854,50,753,38,0,0,13,789,65
G26016305644023,2016-2020,MI,Michigan,26,Wayne County,163,564402,3,15000US261635644023,"Block Group 3, Census Tract 5644.02, Wayne County, Michigan",1364,211,713,320,0,0,111,1302,62
G26016305644024,2016-2020,MI,Michigan,26,Wayne County,163,564402,4,15000US261635644024,"Block Group 4, Census Tract 5644.02, Wayne County, Michigan",983,62,435,479,0,7,0,939,44
G26016305644025,2016-2020,MI,Michigan,26,Wayne County,163,564402,5,15000US261635644025,"Block Group 5, Census Tract 5644.02, Wayne County, Michigan",1444,0,950,494,0,0,0,1444,0
G26016305645011,2016-2020,MI,Michigan,26,Wayne County,163,564501,1,15000US261635645011,"Block Group 1, Census Tract 5645.01, Wayne County, Michigan",2577,239,1311,903,0,0,114,2412,165
G26016305645012,2016-2020,MI,Michigan,26,Wayne County,163,564501,2,15000US261635645012,"Block Group 2, Census Tract 5645.01, Wayne County, Michigan",2708,54,2299,251,0,17,87,2543,165
G26016305645021,2016-2020,MI,Michigan,26,Wayne County,163,564502,1,15000US261635645021,"Block Group 1, Census Tract 5645.02, Wayne County, Michigan",1673,89,1140,411,0,8,25,1648,25
G26016305645022,2016-2020,MI,Michigan,26,Wayne County,163,564502,2,15000US261635645022,"Block Group 2, Census Tract 5645.02, Wayne County, Michigan",0,0,0,0,0,0,0,0,0
G26016305645023,2016-2020,MI,Michigan,26,Wayne County,163,564502,3,15000US261635645023,"Block Group 3, Census Tract 5645.02, Wayne County, Michigan",2612,137,1811,664,0,0,0,2606,6
G26016305645031,2016-2020,MI,Michigan,26,Wayne County,163,564503,1,15000US261635645031,"Block Group 1, Census Tract 5645.03, Wayne County, Michigan",546,76,315,136,0,0,19,506,40
G26016305645032,2016-2020,MI,Michigan,26,Wayne County,163,564503,2,15000US261635645032,"Block Group 2, Census Tract 5645.03, Wayne County, Michigan",1610,459,864,201,0,0,86,1556,54
G26016305645033,2016-2020,MI,Michigan,26,Wayne County,163,564503,3,15000US261635645033,"Block Group 3, Census Tract 5645.03, Wayne County, Michigan",1294,109,708,390,0,41,46,1268,26
G26016305645041,2016-2020,MI,Michigan,26,Wayne County,163,564504,1,15000US261635645041,"Block Group 1, Census Tract 5645.04, Wayne County, Michigan",1486,461,889,12,0,0,124,1399,87
G26016305645042,2016-2020,MI,Michigan,26,Wayne County,163,564504,2,15000US261635645042,"Block Group 2, Census Tract 5645.04, Wayne County, Michigan",2129,51,1413,566,0,0,99,2112,17
G26016305645043,2016-2020,MI,Michigan,26,Wayne County,163,564504,3,15000US261635645043,"Block Group 3, Census Tract 5645.04, Wayne County, Michigan",591,17,329,232,0,0,13,556,35
G26016305645044,2016-2020,MI,Michigan,26,Wayne County,163,564504,4,15000US261635645044,"Block Group 4, Census Tract 5645.04, Wayne County, Michigan",1594,183,528,752,0,0,131,1594,0
G26016305645045,2016-2020,MI,Michigan,26,Wayne County,163,564504,5,15000US261635645045,"Block Group 5, Census Tract 5645.04, Wayne County, Michigan",1691,99,1195,366,0,0,31,1629,62
G26016305646001,2016-2020,MI,Michigan,26,Wayne County,163,564600,1,15000US261635646001,"Block Group 1, Census Tract 5646, Wayne County, Michigan",1316,56,1107,111,0,13,29,1300,16
G26016305646002,2016-2020,MI,Michigan,26,Wayne County,163,564600,2,15000US261635646002,"Block Group 2, Census Tract 5646, Wayne County, Michigan",1139,44,447,516,0,0,113,1139,0
G26016305646003,2016-2020,MI,Michigan,26,Wayne County,163,564600,3,15000US261635646003,"Block Group 3, Census Tract 5646, Wayne County, Michigan",1892,65,1383,342,0,0,102,1892,0
G26016305646004,2016-2020,MI,Michigan,26,Wayne County,163,564600,4,15000US261635646004,"Block Group 4, Census Tract 5646, Wayne County, Michigan",1901,21,1385,451,0,0,44,1877,24
G26016305647001,2016-2020,MI,Michigan,26,Wayne County,163,564700,1,15000US261635647001,"Block Group 1, Census Tract 5647, Wayne County, Michigan",2151,760,916,362,0,45,59,2061,90
G26016305647002,2016-2020,MI,Michigan,26,Wayne County,163,564700,2,15000US261635647002,"Block Group 2, Census Tract 5647, Wayne County, Michigan",2567,121,1720,536,9,0,171,2466,101
G26016305648001,2016-2020,MI,Michigan,26,Wayne County,163,564800,1,15000US261635648001,"Block Group 1, Census Tract 5648, Wayne County, Michigan",1023,82,636,286,0,0,19,919,104
G26016305648002,2016-2020,MI,Michigan,26,Wayne County,163,564800,2,15000US261635648002,"Block Group 2, Census Tract 5648, Wayne County, Michigan",829,95,641,56,0,0,37,726,103
G26016305648003,2016-2020,MI,Michigan,26,Wayne County,163,564800,3,15000US261635648003,"Block Group 3, Census Tract 5648, Wayne County, Michigan",1851,65,1384,384,0,0,18,1833,18
G26016305648004,2016-2020,MI,Michigan,26,Wayne County,163,564800,4,15000US261635648004,"Block Group 4, Census Tract 5648, Wayne County, Michigan",902,164,475,220,0,0,43,859,43
G26016305649001,2016-2020,MI,Michigan,26,Wayne County,163,564900,1,15000US261635649001,"Block Group 1, Census Tract 5649, Wayne County, Michigan",1701,302,1157,0,0,61,181,1696,5
G26016305650011,2016-2020,MI,Michigan,26,Wayne County,163,565001,1,15000US261635650011,"Block Group 1, Census Tract 5650.01, Wayne County, Michigan",1603,166,624,693,0,10,110,1564,39
G26016305650012,2016-2020,MI,Michigan,26,Wayne County,163,565001,2,15000US261635650012,"Block Group 2, Census Tract 5650.01, Wayne County, Michigan",2297,309,1488,385,0,0,115,2280,17
G26016305650013,2016-2020,MI,Michigan,26,Wayne County,163,565001,3,15000US261635650013,"Block Group 3, Census Tract 5650.01, Wayne County, Michigan",1227,17,842,330,0,0,38,1219,8
G26016305651001,2016-2020,MI,Michigan,26,Wayne County,163,565100,1,15000US261635651001,"Block Group 1, Census Tract 5651, Wayne County, Michigan",1390,402,927,0,0,0,20,1349,41
G26016305651002,2016-2020,MI,Michigan,26,Wayne County,163,565100,2,15000US261635651002,"Block Group 2, Census Tract 5651, Wayne County, Michigan",1987,494,1046,383,0,0,64,1920,67
G26016305652001,2016-2020,MI,Michigan,26,Wayne County,163,565200,1,15000US261635652001,"Block Group 1, Census Tract 5652, Wayne County, Michigan",1383,43,1199,90,0,0,51,1188,195
G26016305652002,2016-2020,MI,Michigan,26,Wayne County,163,565200,2,15000US261635652002,"Block Group 2, Census Tract 5652, Wayne County, Michigan",944,491,384,62,0,0,0,944,0
G26016305652003,2016-2020,MI,Michigan,26,Wayne County,163,565200,3,15000US261635652003,"Block Group 3, Census Tract 5652, Wayne County, Michigan",944,212,587,95,0,0,0,944,0
G26016305652004,2016-2020,MI,Michigan,26,Wayne County,163,565200,4,15000US261635652004,"Block Group 4, Census Tract 5652, Wayne County, Michigan",1718,491,657,464,0,66,35,1635,83
G26016305653011,2016-2020,MI,Michigan,26,Wayne County,163,565301,1,15000US261635653011,"Block Group 1, Census Tract 5653.01, Wayne County, Michigan",1623,1039,584,0,0,0,0,1623,0
G26016305653012,2016-2020,MI,Michigan,26,Wayne County,163,565301,2,15000US261635653012,"Block Group 2, Census Tract 5653.01, Wayne County, Michigan",0,0,0,0,0,0,0,0,0
G26016305653013,2016-2020,MI,Michigan,26,Wayne County,163,565301,3,15000US261635653013,"Block Group 3, Census Tract 5653.01, Wayne County, Michigan",671,482,104,65,0,0,20,661,10
G26016305653021,2016-2020,MI,Michigan,26,Wayne County,163,565302,1,15000US261635653021,"Block Group 1, Census Tract 5653.02, Wayne County, Michigan",1464,296,1150,18,0,0,0,1464,0
G26016305653022,2016-2020,MI,Michigan,26,Wayne County,163,565302,2,15000US261635653022,"Block Group 2, Census Tract 5653.02, Wayne County, Michigan",1045,439,575,0,0,0,31,1045,0
G26016305653023,2016-2020,MI,Michigan,26,Wayne County,163,565302,3,15000US261635653023,"Block Group 3, Census Tract 5653.02, Wayne County, Michigan",113,0,113,0,0,0,0,113,0
G26016305653024,2016-2020,MI,Michigan,26,Wayne County,163,565302,4,15000US261635653024,"Block Group 4, Census Tract 5653.02, Wayne County, Michigan",1706,822,530,326,0,0,28,1630,76
G26016305656001,2016-2020,MI,Michigan,26,Wayne County,163,565600,1,15000US261635656001,"Block Group 1, Census Tract 5656, Wayne County, Michigan",1099,0,1060,7,0,0,32,1062,37
G26016305656002,2016-2020,MI,Michigan,26,Wayne County,163,565600,2,15000US261635656002,"Block Group 2, Census Tract 5656, Wayne County, Michigan",1018,22,969,6,0,0,21,1014,4
G26016305657001,2016-2020,MI,Michigan,26,Wayne County,163,565700,1,15000US261635657001,"Block Group 1, Census Tract 5657, Wayne County, Michigan",856,3,852,0,0,0,1,804,52
G26016305657002,2016-2020,MI,Michigan,26,Wayne County,163,565700,2,15000US261635657002,"Block Group 2, Census Tract 5657, Wayne County, Michigan",2355,361,1642,301,0,0,33,2304,51
G26016305658001,2016-2020,MI,Michigan,26,Wayne County,163,565800,1,15000US261635658001,"Block Group 1, Census Tract 5658, Wayne County, Michigan",1424,186,1196,18,0,0,24,1408,16
G26016305658002,2016-2020,MI,Michigan,26,Wayne County,163,565800,2,15000US261635658002,"Block Group 2, Census Tract 5658, Wayne County, Michigan",778,111,667,0,0,0,0,620,158
G26016305658003,2016-2020,MI,Michigan,26,Wayne County,163,565800,3,15000US261635658003,"Block Group 3, Census Tract 5658, Wayne County, Michigan",1145,82,1015,9,0,0,9,1093,52
G26016305659001,2016-2020,MI,Michigan,26,Wayne County,163,565900,1,15000US261635659001,"Block Group 1, Census Tract 5659, Wayne County, Michigan",1594,245,1258,75,0,0,16,1571,23
G26016305659002,2016-2020,MI,Michigan,26,Wayne County,163,565900,2,15000US261635659002,"Block Group 2, Census Tract 5659, Wayne County, Michigan",843,36,767,37,0,0,3,808,35
G26016305664001,2016-2020,MI,Michigan,26,Wayne County,163,566400,1,15000US261635664001,"Block Group 1, Census Tract 5664, Wayne County, Michigan",1001,400,589,0,0,9,3,913,88
G26016305665001,2016-2020,MI,Michigan,26,Wayne County,163,566500,1,15000US261635665001,"Block Group 1, Census Tract 5665, Wayne County, Michigan",766,333,364,47,0,0,22,766,0
G26016305665002,2016-2020,MI,Michigan,26,Wayne County,163,566500,2,15000US261635665002,"Block Group 2, Census Tract 5665, Wayne County, Michigan",1535,94,1263,0,0,0,178,1518,17
G26016305666001,2016-2020,MI,Michigan,26,Wayne County,163,566600,1,15000US261635666001,"Block Group 1, Census Tract 5666, Wayne County, Michigan",491,3,483,0,0,3,2,491,0
G26016305666002,2016-2020,MI,Michigan,26,Wayne County,163,566600,2,15000US261635666002,"Block Group 2, Census Tract 5666, Wayne County, Michigan",1393,394,881,0,0,84,34,1258,135
G26016305667001,2016-2020,MI,Michigan,26,Wayne County,163,566700,1,15000US261635667001,"Block Group 1, Census Tract 5667, Wayne County, Michigan",702,42,591,0,0,0,69,656,46
G26016305667002,2016-2020,MI,Michigan,26,Wayne County,163,566700,2,15000US261635667002,"Block Group 2, Census Tract 5667, Wayne County, Michigan",1671,74,1382,0,0,0,127,1573,98
G26016305667003,2016-2020,MI,Michigan,26,Wayne County,163,566700,3,15000US261635667003,"Block Group 3, Census Tract 5667, Wayne County, Michigan",1704,25,1439,0,0,0,240,1690,14
G26016305668001,2016-2020,MI,Michigan,26,Wayne County,163,566800,1,15000US261635668001,"Block Group 1, Census Tract 5668, Wayne County, Michigan",1029,479,535,0,0,0,15,1007,22
G26016305668002,2016-2020,MI,Michigan,26,Wayne County,163,566800,2,15000US261635668002,"Block Group 2, Census Tract 5668, Wayne County, Michigan",628,156,429,0,0,43,0,593,35
G26016305668003,2016-2020,MI,Michigan,26,Wayne County,163,566800,3,15000US261635668003,"Block Group 3, Census Tract 5668, Wayne County, Michigan",0,0,0,0,0,0,0,0,0
G26016305668004,2016-2020,MI,Michigan,26,Wayne County,163,566800,4,15000US261635668004,"Block Group 4, Census Tract 5668, Wayne County, Michigan",955,242,668,0,0,0,19,853,102
G26016305669001,2016-2020,MI,Michigan,26,Wayne County,163,566900,1,15000US261635669001,"Block Group 1, Census Tract 5669, Wayne County, Michigan",1291,464,717,1,0,0,109,1278,13
G26016305669002,2016-2020,MI,Michigan,26,Wayne County,163,566900,2,15000US261635669002,"Block Group 2, Census Tract 5669, Wayne County, Michigan",1087,148,905,0,0,0,18,1060,27
G26016305669003,2016-2020,MI,Michigan,26,Wayne County,163,566900,3,15000US261635669003,"Block Group 3, Census Tract 5669, Wayne County, Michigan",1167,65,1048,0,0,0,54,1167,0
G26016305669004,2016-2020,MI,Michigan,26,Wayne County,163,566900,4,15000US261635669004,"Block Group 4, Census Tract 5669, Wayne County, Michigan",1474,748,680,28,0,0,18,1449,25
G26016305670001,2016-2020,MI,Michigan,26,Wayne County,163,567000,1,15000US261635670001,"Block Group 1, Census Tract 5670, Wayne County, Michigan",1365,384,797,0,0,55,129,1095,270
G26016305670002,2016-2020,MI,Michigan,26,Wayne County,163,567000,2,15000US261635670002,"Block Group 2, Census Tract 5670, Wayne County, Michigan",1435,1353,82,0,0,0,0,1435,0
G26016305670003,2016-2020,MI,Michigan,26,Wayne County,163,567000,3,15000US261635670003,"Block Group 3, Census Tract 5670, Wayne County, Michigan",1303,934,240,0,0,66,63,1197,106
G26016305671001,2016-2020,MI,Michigan,26,Wayne County,163,567100,1,15000US261635671001,"Block Group 1, Census Tract 5671, Wayne County, Michigan",1207,59,1088,0,0,0,39,1127,80
G26016305671002,2016-2020,MI,Michigan,26,Wayne County,163,567100,2,15000US261635671002,"Block Group 2, Census Tract 5671, Wayne County, Michigan",1225,220,926,0,0,8,71,1205,20
G26016305671003,2016-2020,MI,Michigan,26,Wayne County,163,567100,3,15000US261635671003,"Block Group 3, Census Tract 5671, Wayne County, Michigan",753,92,626,0,0,1,2,708,45
G26016305672011,2016-2020,MI,Michigan,26,Wayne County,163,567201,1,15000US261635672011,"Block Group 1, Census Tract 5672.01, Wayne County, Michigan",1786,0,1610,0,0,0,176,1692,94
G26016305672012,2016-2020,MI,Michigan,26,Wayne County,163,567201,2,15000US261635672012,"Block Group 2, Census Tract 5672.01, Wayne County, Michigan",945,15,880,12,0,0,38,945,0
G26016305672013,2016-2020,MI,Michigan,26,Wayne County,163,567201,3,15000US261635672013,"Block Group 3, Census Tract 5672.01, Wayne County, Michigan",976,11,924,9,0,11,21,933,43
G26016305672021,2016-2020,MI,Michigan,26,Wayne County,163,567202,1,15000US261635672021,"Block Group 1, Census Tract 5672.02, Wayne County, Michigan",1140,341,608,20,0,0,171,1140,0
G26016305672022,2016-2020,MI,Michigan,26,Wayne County,163,567202,2,15000US261635672022,"Block Group 2, Census Tract 5672.02, Wayne County, Michigan",1419,228,1088,34,0,0,69,1419,0
G26016305673001,2016-2020,MI,Michigan,26,Wayne County,163,567300,1,15000US261635673001,"Block Group 1, Census Tract 5673, Wayne County, Michigan",443,16,427,0,0,0,0,407,36
G26016305673002,2016-2020,MI,Michigan,26,Wayne County,163,567300,2,15000US261635673002,"Block Group 2, Census Tract 5673, Wayne County, Michigan",677,209,430,29,0,0,9,666,11
G26016305673003,2016-2020,MI,Michigan,26,Wayne County,163,567300,3,15000US261635673003,"Block Group 3, Census Tract 5673, Wayne County, Michigan",1614,18,1371,137,0,0,57,1511,103
G26016305673004,2016-2020,MI,Michigan,26,Wayne County,163,567300,4,15000US261635673004,"Block Group 4, Census Tract 5673, Wayne County, Michigan",1809,0,1722,37,0,0,50,1787,22
G26016305674001,2016-2020,MI,Michigan,26,Wayne County,163,567400,1,15000US261635674001,"Block Group 1, Census Tract 5674, Wayne County, Michigan",1400,48,1276,49,0,0,20,1317,83
G26016305674002,2016-2020,MI,Michigan,26,Wayne County,163,567400,2,15000US261635674002,"Block Group 2, Census Tract 5674, Wayne County, Michigan",1214,53,1126,1,0,0,34,1214,0
G26016305678001,2016-2020,MI,Michigan,26,Wayne County,163,567800,1,15000US261635678001,"Block Group 1, Census Tract 5678, Wayne County, Michigan",970,54,881,0,0,0,35,916,54
G26016305678002,2016-2020,MI,Michigan,26,Wayne County,163,567800,2,15000US261635678002,"Block Group 2, Census Tract 5678, Wayne County, Michigan",401,80,293,16,0,0,0,359,42
G26016305678003,2016-2020,MI,Michigan,26,Wayne County,163,567800,3,15000US261635678003,"Block Group 3, Census Tract 5678, Wayne County, Michigan",651,0,535,116,0,0,0,651,0
G26016305678004,2016-2020,MI,Michigan,26,Wayne County,163,567800,4,15000US261635678004,"Block Group 4, Census Tract 5678, Wayne County, Michigan",773,120,523,13,0,0,70,726,47
G26016305678005,2016-2020,MI,Michigan,26,Wayne County,163,567800,5,15000US261635678005,"Block Group 5, Census Tract 5678, Wayne County, Michigan",1653,681,915,17,0,0,0,1582,71
G26016305679001,2016-2020,MI,Michigan,26,Wayne County,163,567900,1,15000US261635679001,"Block Group 1, Census Tract 5679, Wayne County, Michigan",491,86,405,0,0,0,0,466,25
G26016305679002,2016-2020,MI,Michigan,26,Wayne County,163,567900,2,15000US261635679002,"Block Group 2, Census Tract 5679, Wayne County, Michigan",1489,17,1280,178,0,0,10,1477,12
G26016305679003,2016-2020,MI,Michigan,26,Wayne County,163,567900,3,15000US261635679003,"Block Group 3, Census Tract 5679, Wayne County, Michigan",1291,185,991,0,0,0,106,1199,92
G26016305680001,2016-2020,MI,Michigan,26,Wayne County,163,568000,1,15000US261635680001,"Block Group 1, Census Tract 5680, Wayne County, Michigan",559,60,489,0,0,0,10,550,9
G26016305680002,2016-2020,MI,Michigan,26,Wayne County,163,568000,2,15000US261635680002,"Block Group 2, Census Tract 5680, Wayne County, Michigan",1250,122,970,9,0,0,135,1227,23
G26016305682001,2016-2020,MI,Michigan,26,Wayne County,163,568200,1,15000US261635682001,"Block Group 1, Census Tract 5682, Wayne County, Michigan",1440,213,1144,61,0,0,22,1391,49
G26016305682002,2016-2020,MI,Michigan,26,Wayne County,163,568200,2,15000US261635682002,"Block Group 2, Census Tract 5682, Wayne County, Michigan",1009,219,688,29,0,22,51,981,28
G26016305682003,2016-2020,MI,Michigan,26,Wayne County,163,568200,3,15000US261635682003,"Block Group 3, Census Tract 5682, Wayne County, Michigan",1417,91,1240,33,0,0,53,1350,67
G26016305683001,2016-2020,MI,Michigan,26,Wayne County,163,568300,1,15000US261635683001,"Block Group 1, Census Tract 5683, Wayne County, Michigan",1151,102,957,58,0,0,34,1127,24
G26016305683002,2016-2020,MI,Michigan,26,Wayne County,163,568300,2,15000US261635683002,"Block Group 2, Census Tract 5683, Wayne County, Michigan",1674,567,822,0,7,120,136,1556,118
